,ticker,time,open,close,low,high,volume
43,AAPL,2020-10-05 09:47:00-04:00,114.08,114.02,114.02,114.14,19796
44,AAPL,2020-10-05 09:48:00-04:00,114,113.96,113.87,114.02,23671
45,AAPL,2020-10-05 09:49:00-04:00,113.965,113.98,113.9,113.98,6442
46,AAPL,2020-10-05 09:50:00-04:00,114.03,114.05,113.97,114.07,5956
47,AAPL,2020-10-05 09:51:00-04:00,114.11,114.08,114.08,114.165,9777
48,AAPL,2020-10-05 09:52:00-04:00,114.12,114.135,114.11,114.16,6722
49,AAPL,2020-10-05 09:53:00-04:00,114.12,114.22,114.09,114.23,10836
50,AAPL,2020-10-05 09:54:00-04:00,114.25,114.42,114.25,114.43,20050
51,AAPL,2020-10-05 09:55:00-04:00,114.42,114.41,114.38,114.47,15366
52,AAPL,2020-10-05 09:56:00-04:00,114.4,114.62,114.4,114.65,21813
53,AAPL,2020-10-05 09:57:00-04:00,114.57,114.47,114.47,114.62,9922
54,AAPL,2020-10-05 09:58:00-04:00,114.53,114.55,114.53,114.59,5329
55,AAPL,2020-10-05 09:59:00-04:00,114.52,114.57,114.52,114.665,17294
56,AAPL,2020-10-05 10:00:00-04:00,114.64,114.715,114.63,114.76,9338
57,AAPL,2020-10-05 10:01:00-04:00,114.73,114.72,114.62,114.75,12476
58,AAPL,2020-10-05 10:02:00-04:00,114.76,114.74,114.715,114.81,11119
59,AAPL,2020-10-05 10:03:00-04:00,114.77,114.7,114.69,114.8,7501
60,AAPL,2020-10-05 10:04:00-04:00,114.71,114.66,114.62,114.77,10698
61,AAPL,2020-10-05 10:05:00-04:00,114.66,114.7,114.62,114.7,8352
62,AAPL,2020-10-05 10:06:00-04:00,114.69,114.701,114.65,114.759,9521
63,AAPL,2020-10-05 10:07:00-04:00,114.7,114.89,114.66,114.9,16578
64,AAPL,2020-10-05 10:08:00-04:00,114.88,114.87,114.83,114.9,13149
65,AAPL,2020-10-05 10:09:00-04:00,114.87,114.85,114.84,114.89,9959
66,AAPL,2020-10-05 10:10:00-04:00,114.84,114.91,114.84,114.92,6429
67,AAPL,2020-10-05 10:11:00-04:00,114.9,114.89,114.85,114.92,7100
68,AAPL,2020-10-05 10:12:00-04:00,114.9,115.05,114.88,115.07,13923
69,AAPL,2020-10-05 10:13:00-04:00,115.06,115.15,115.04,115.189,12468
70,AAPL,2020-10-05 10:14:00-04:00,115.14,115.06,115.06,115.17,10083
71,AAPL,2020-10-05 10:15:00-04:00,115.08,115.11,115.06,115.15,7671
72,AAPL,2020-10-05 10:16:00-04:00,115.1,115.09,115.04,115.1,12035
73,AAPL,2020-10-05 10:17:00-04:00,115.08,115.075,115.06,115.111,4291
74,AAPL,2020-10-05 10:18:00-04:00,115.08,114.97,114.94,115.1,12500
75,AAPL,2020-10-05 10:19:00-04:00,114.93,115.04,114.93,115.04,3634
76,AAPL,2020-10-05 10:20:00-04:00,115.03,115.11,115.03,115.15,7817
77,AAPL,2020-10-05 10:21:00-04:00,115.1,115.01,115,115.1,4060
78,AAPL,2020-10-05 10:22:00-04:00,115.015,115.09,115.015,115.12,16609
79,AAPL,2020-10-05 10:23:00-04:00,115.05,114.875,114.85,115.05,11699
80,AAPL,2020-10-05 10:24:00-04:00,114.885,114.9,114.82,114.95,6674
81,AAPL,2020-10-05 10:25:00-04:00,114.949,114.97,114.92,114.99,5859
82,AAPL,2020-10-05 10:26:00-04:00,114.99,115.05,114.99,115.09,6836
83,AAPL,2020-10-05 10:27:00-04:00,115.06,115,114.999,115.06,3075
84,AAPL,2020-10-05 10:28:00-04:00,115,114.96,114.91,115,6448
85,AAPL,2020-10-05 10:29:00-04:00,114.95,114.96,114.91,114.96,2342
86,AAPL,2020-10-05 10:30:00-04:00,115,114.97,114.97,115.04,7348
87,AAPL,2020-10-05 10:31:00-04:00,114.99,115.04,114.99,115.055,5154
88,AAPL,2020-10-05 10:32:00-04:00,115.06,115.23,115.06,115.25,16415
89,AAPL,2020-10-05 10:33:00-04:00,115.25,115.08,115.059,115.25,22132
90,AAPL,2020-10-05 10:34:00-04:00,115.07,115.155,115.07,115.16,9549
91,AAPL,2020-10-05 10:35:00-04:00,115.16,115.17,115.14,115.22,5103
92,AAPL,2020-10-05 10:36:00-04:00,115.171,115.11,115.1,115.171,5841
93,AAPL,2020-10-05 10:37:00-04:00,115.125,115.19,115.1,115.19,3366
94,AAPL,2020-10-05 10:38:00-04:00,115.2,115.19,115.15,115.21,4510
95,AAPL,2020-10-05 10:39:00-04:00,115.19,115.165,115.16,115.25,6188
96,AAPL,2020-10-05 10:40:00-04:00,115.18,115.29,115.18,115.295,9712
97,AAPL,2020-10-05 10:41:00-04:00,115.29,115.295,115.27,115.34,8630
98,AAPL,2020-10-05 10:42:00-04:00,115.29,115.39,115.29,115.415,12243
99,AAPL,2020-10-05 10:43:00-04:00,115.38,115.41,115.38,115.49,7650
100,AAPL,2020-10-05 10:44:00-04:00,115.42,115.31,115.31,115.42,5903
101,AAPL,2020-10-05 10:45:00-04:00,115.36,115.28,115.28,115.36,4675
102,AAPL,2020-10-05 10:46:00-04:00,115.29,115.22,115.18,115.3,7988
103,AAPL,2020-10-05 10:47:00-04:00,115.23,115.33,115.21,115.43,16133
104,AAPL,2020-10-05 10:48:00-04:00,115.355,115.39,115.32,115.39,6109
105,AAPL,2020-10-05 10:49:00-04:00,115.39,115.43,115.37,115.48,8609
106,AAPL,2020-10-05 10:50:00-04:00,115.475,115.369,115.369,115.485,4825
107,AAPL,2020-10-05 10:51:00-04:00,115.35,115.26,115.26,115.36,6918
108,AAPL,2020-10-05 10:52:00-04:00,115.27,115.35,115.27,115.37,7017
109,AAPL,2020-10-05 10:53:00-04:00,115.35,115.35,115.3,115.35,6255
110,AAPL,2020-10-05 10:54:00-04:00,115.36,115.32,115.32,115.371,11571
111,AAPL,2020-10-05 10:55:00-04:00,115.33,115.31,115.31,115.38,10629
112,AAPL,2020-10-05 10:56:00-04:00,115.301,115.3,115.27,115.335,20518
113,AAPL,2020-10-05 10:57:00-04:00,115.3,115.28,115.28,115.355,7671
114,AAPL,2020-10-05 10:58:00-04:00,115.29,115.23,115.2,115.31,9111
115,AAPL,2020-10-05 10:59:00-04:00,115.205,115.15,115.13,115.211,10168
116,AAPL,2020-10-05 11:00:00-04:00,115.12,115.135,115.08,115.17,12191
117,AAPL,2020-10-05 11:01:00-04:00,115.13,115.03,115.01,115.15,11289
118,AAPL,2020-10-05 11:02:00-04:00,115.02,115.01,114.96,115.04,15654
119,AAPL,2020-10-05 11:03:00-04:00,115.005,114.98,114.97,115.03,8742
120,AAPL,2020-10-05 11:04:00-04:00,114.98,115.07,114.98,115.09,8993
121,AAPL,2020-10-05 11:05:00-04:00,115.05,115.095,115.045,115.095,4109
122,AAPL,2020-10-05 11:06:00-04:00,115.11,114.95,114.941,115.11,8792
123,AAPL,2020-10-05 11:07:00-04:00,114.94,114.84,114.83,114.94,15264
124,AAPL,2020-10-05 11:08:00-04:00,114.83,114.9,114.83,114.92,8475
125,AAPL,2020-10-05 11:09:00-04:00,114.915,114.949,114.91,114.989,7151
126,AAPL,2020-10-05 11:10:00-04:00,114.96,114.89,114.875,114.96,4243
127,AAPL,2020-10-05 11:11:00-04:00,114.88,115,114.88,115.02,8860
128,AAPL,2020-10-05 11:12:00-04:00,115.01,115.11,115.01,115.15,5330
129,AAPL,2020-10-05 11:13:00-04:00,115.125,115.07,115.07,115.15,2368
130,AAPL,2020-10-05 11:14:00-04:00,115.1,115.04,115.02,115.11,8602
131,AAPL,2020-10-05 11:15:00-04:00,115.05,115.159,115.035,115.159,21178
132,AAPL,2020-10-05 11:16:00-04:00,115.16,115.225,115.16,115.27,16749
133,AAPL,2020-10-05 11:17:00-04:00,115.22,115.25,115.215,115.26,7982
134,AAPL,2020-10-05 11:18:00-04:00,115.25,115.2,115.17,115.25,5508
135,AAPL,2020-10-05 11:19:00-04:00,115.215,115.275,115.19,115.28,8454
136,AAPL,2020-10-05 11:20:00-04:00,115.285,115.24,115.22,115.285,7947
137,AAPL,2020-10-05 11:21:00-04:00,115.24,115.23,115.14,115.26,4855
138,AAPL,2020-10-05 11:22:00-04:00,115.221,115.21,115.21,115.275,5360
139,AAPL,2020-10-05 11:23:00-04:00,115.215,115.25,115.18,115.265,8429
140,AAPL,2020-10-05 11:24:00-04:00,115.26,115.26,115.25,115.3,10022
141,AAPL,2020-10-05 11:25:00-04:00,115.275,115.24,115.24,115.29,5214
142,AAPL,2020-10-05 11:26:00-04:00,115.26,115.28,115.26,115.29,6980
143,AAPL,2020-10-05 11:27:00-04:00,115.28,115.149,115.13,115.3,13403
144,AAPL,2020-10-05 11:28:00-04:00,115.17,115.22,115.15,115.24,9884
145,AAPL,2020-10-05 11:29:00-04:00,115.22,115.311,115.22,115.33,8740
146,AAPL,2020-10-05 11:30:00-04:00,115.335,115.31,115.29,115.36,5063
147,AAPL,2020-10-05 11:31:00-04:00,115.315,115.245,115.22,115.315,5030
148,AAPL,2020-10-05 11:32:00-04:00,115.24,115.255,115.19,115.255,7247
149,AAPL,2020-10-05 11:33:00-04:00,115.25,115.24,115.219,115.25,6882
150,AAPL,2020-10-05 11:34:00-04:00,115.23,115.2,115.17,115.23,8020
151,AAPL,2020-10-05 11:35:00-04:00,115.235,115.175,115.15,115.25,4327
152,AAPL,2020-10-05 11:36:00-04:00,115.09,115.07,115.03,115.1,9046
153,AAPL,2020-10-05 11:37:00-04:00,115.06,115.08,115.06,115.13,2662
154,AAPL,2020-10-05 11:38:00-04:00,115.1,115.085,115.06,115.105,2718
155,AAPL,2020-10-05 11:39:00-04:00,115.1,115.035,115.03,115.1,4342
156,AAPL,2020-10-05 11:40:00-04:00,115.02,114.97,114.94,115.02,9949
157,AAPL,2020-10-05 11:41:00-04:00,114.981,115.12,114.98,115.12,5433
158,AAPL,2020-10-05 11:42:00-04:00,115.1,115.13,115.1,115.15,10700
159,AAPL,2020-10-05 11:43:00-04:00,115.08,115.05,115.045,115.08,2412
160,AAPL,2020-10-05 11:44:00-04:00,115.035,115.02,114.98,115.04,3952
161,AAPL,2020-10-05 11:45:00-04:00,115.015,115.01,114.94,115.035,16096
162,AAPL,2020-10-05 11:46:00-04:00,115.04,115.09,115.04,115.115,4717
163,AAPL,2020-10-05 11:47:00-04:00,115.11,115.19,115.105,115.19,3715
164,AAPL,2020-10-05 11:48:00-04:00,115.2,115.215,115.16,115.215,3534
165,AAPL,2020-10-05 11:49:00-04:00,115.18,115.17,115.17,115.19,2668
166,AAPL,2020-10-05 11:50:00-04:00,115.17,115.095,115.09,115.17,7706
167,AAPL,2020-10-05 11:51:00-04:00,115.05,115.05,115.035,115.07,4327
168,AAPL,2020-10-05 11:52:00-04:00,115.03,115.04,115.03,115.06,2583
169,AAPL,2020-10-05 11:53:00-04:00,115.08,115.085,115.06,115.09,1441
170,AAPL,2020-10-05 11:54:00-04:00,115.07,115.01,114.98,115.07,4839
171,AAPL,2020-10-05 11:55:00-04:00,115.025,115.08,115,115.08,5142
172,AAPL,2020-10-05 11:56:00-04:00,115.1,115.06,115.06,115.1,4647
173,AAPL,2020-10-05 11:57:00-04:00,115.03,115.12,115.03,115.13,6149
174,AAPL,2020-10-05 11:58:00-04:00,115.115,115.115,115.11,115.145,6958
175,AAPL,2020-10-05 11:59:00-04:00,115.13,115.175,115.11,115.19,13269
176,AAPL,2020-10-05 12:00:00-04:00,115.175,115.175,115.15,115.19,6384
177,AAPL,2020-10-05 12:01:00-04:00,115.16,115.09,115.09,115.16,3724
178,AAPL,2020-10-05 12:02:00-04:00,115.1,115.13,115.1,115.16,937
179,AAPL,2020-10-05 12:03:00-04:00,115.11,115.08,115.08,115.125,3733
180,AAPL,2020-10-05 12:04:00-04:00,115.09,115.11,115.09,115.135,3445
181,AAPL,2020-10-05 12:05:00-04:00,115.145,115.24,115.145,115.24,5784
182,AAPL,2020-10-05 12:06:00-04:00,115.25,115.26,115.25,115.295,8896
183,AAPL,2020-10-05 12:07:00-04:00,115.26,115.23,115.215,115.26,2861
184,AAPL,2020-10-05 12:08:00-04:00,115.22,115.26,115.22,115.275,7194
185,AAPL,2020-10-05 12:09:00-04:00,115.27,115.28,115.27,115.29,13298
186,AAPL,2020-10-05 12:10:00-04:00,115.29,115.3,115.28,115.31,16375
187,AAPL,2020-10-05 12:11:00-04:00,115.295,115.46,115.29,115.465,17093
188,AAPL,2020-10-05 12:12:00-04:00,115.47,115.445,115.4,115.489,17119
189,AAPL,2020-10-05 12:13:00-04:00,115.44,115.459,115.41,115.459,11678
190,AAPL,2020-10-05 12:14:00-04:00,115.49,115.43,115.4,115.49,5479
191,AAPL,2020-10-05 12:15:00-04:00,115.43,115.41,115.34,115.44,5970
192,AAPL,2020-10-05 12:16:00-04:00,115.429,115.405,115.38,115.44,2304
193,AAPL,2020-10-05 12:17:00-04:00,115.4,115.46,115.4,115.46,7552
194,AAPL,2020-10-05 12:18:00-04:00,115.48,115.65,115.465,115.66,17102
195,AAPL,2020-10-05 12:19:00-04:00,115.65,115.65,115.64,115.685,8509
196,AAPL,2020-10-05 12:20:00-04:00,115.63,115.63,115.58,115.64,5547
197,AAPL,2020-10-05 12:21:00-04:00,115.7,115.74,115.68,115.74,9537
198,AAPL,2020-10-05 12:22:00-04:00,115.735,115.73,115.69,115.775,7798
199,AAPL,2020-10-05 12:23:00-04:00,115.72,115.66,115.64,115.72,4361
200,AAPL,2020-10-05 12:24:00-04:00,115.685,115.68,115.68,115.715,3905
201,AAPL,2020-10-05 12:25:00-04:00,115.68,115.62,115.615,115.68,2099
202,AAPL,2020-10-05 12:26:00-04:00,115.64,115.65,115.62,115.66,4363
203,AAPL,2020-10-05 12:27:00-04:00,115.635,115.62,115.62,115.65,3757
204,AAPL,2020-10-05 12:28:00-04:00,115.62,115.62,115.62,115.66,5035
205,AAPL,2020-10-05 12:29:00-04:00,115.64,115.71,115.63,115.71,9925
206,AAPL,2020-10-05 12:30:00-04:00,115.71,115.67,115.66,115.72,5108
207,AAPL,2020-10-05 12:31:00-04:00,115.68,115.625,115.57,115.68,7850
208,AAPL,2020-10-05 12:32:00-04:00,115.63,115.615,115.615,115.655,7447
209,AAPL,2020-10-05 12:33:00-04:00,115.61,115.625,115.61,115.65,4575
210,AAPL,2020-10-05 12:34:00-04:00,115.62,115.66,115.61,115.66,3654
211,AAPL,2020-10-05 12:35:00-04:00,115.66,115.63,115.58,115.66,4010
212,AAPL,2020-10-05 12:36:00-04:00,115.61,115.57,115.52,115.61,3913
213,AAPL,2020-10-05 12:37:00-04:00,115.565,115.63,115.565,115.63,825
214,AAPL,2020-10-05 12:38:00-04:00,115.59,115.575,115.55,115.59,3392
215,AAPL,2020-10-05 12:39:00-04:00,115.57,115.61,115.57,115.61,2385
216,AAPL,2020-10-05 12:40:00-04:00,115.64,115.685,115.64,115.71,4615
217,AAPL,2020-10-05 12:41:00-04:00,115.69,115.7,115.69,115.74,1993
218,AAPL,2020-10-05 12:42:00-04:00,115.71,115.69,115.69,115.725,2267
219,AAPL,2020-10-05 12:43:00-04:00,115.685,115.63,115.62,115.71,4728
220,AAPL,2020-10-05 12:44:00-04:00,115.61,115.7,115.6,115.7,3707
221,AAPL,2020-10-05 12:45:00-04:00,115.7,115.665,115.66,115.71,1933
222,AAPL,2020-10-05 12:46:00-04:00,115.635,115.6,115.57,115.65,3567
223,AAPL,2020-10-05 12:47:00-04:00,115.6,115.65,115.59,115.65,4465
224,AAPL,2020-10-05 12:48:00-04:00,115.66,115.61,115.61,115.66,2278
225,AAPL,2020-10-05 12:49:00-04:00,115.62,115.625,115.6,115.625,61569
226,AAPL,2020-10-05 12:50:00-04:00,115.63,115.62,115.62,115.66,2642
227,AAPL,2020-10-05 12:51:00-04:00,115.6,115.64,115.585,115.65,2713
228,AAPL,2020-10-05 12:52:00-04:00,115.65,115.68,115.65,115.695,4503
229,AAPL,2020-10-05 12:53:00-04:00,115.68,115.81,115.68,115.82,7656
230,AAPL,2020-10-05 12:54:00-04:00,115.83,115.785,115.785,115.84,4896
231,AAPL,2020-10-05 12:55:00-04:00,115.795,115.8,115.79,115.81,3039
232,AAPL,2020-10-05 12:56:00-04:00,115.795,115.77,115.74,115.81,4502
233,AAPL,2020-10-05 12:57:00-04:00,115.76,115.775,115.76,115.775,1681
234,AAPL,2020-10-05 12:58:00-04:00,115.8,115.78,115.78,115.82,4693
235,AAPL,2020-10-05 12:59:00-04:00,115.79,115.81,115.79,115.815,2553
236,AAPL,2020-10-05 13:00:00-04:00,115.81,115.83,115.81,115.88,3758
237,AAPL,2020-10-05 13:01:00-04:00,115.86,115.87,115.85,115.88,1848
238,AAPL,2020-10-05 13:02:00-04:00,115.86,115.88,115.85,115.88,6034
239,AAPL,2020-10-05 13:03:00-04:00,115.91,115.95,115.91,115.95,4641
240,AAPL,2020-10-05 13:04:00-04:00,115.945,115.915,115.91,115.95,3024
241,AAPL,2020-10-05 13:05:00-04:00,115.93,115.95,115.92,115.99,3684
242,AAPL,2020-10-05 13:06:00-04:00,115.955,115.985,115.955,115.995,5204
243,AAPL,2020-10-05 13:07:00-04:00,115.98,115.97,115.95,115.98,2167
244,AAPL,2020-10-05 13:08:00-04:00,115.945,115.945,115.92,115.945,4397
245,AAPL,2020-10-05 13:09:00-04:00,115.935,115.89,115.87,115.94,7856
246,AAPL,2020-10-05 13:10:00-04:00,115.91,115.92,115.89,115.92,2980
247,AAPL,2020-10-05 13:11:00-04:00,115.91,115.965,115.91,115.98,5260
248,AAPL,2020-10-05 13:12:00-04:00,115.95,115.97,115.95,115.97,2275
249,AAPL,2020-10-05 13:13:00-04:00,115.97,115.945,115.93,115.98,1519
250,AAPL,2020-10-05 13:14:00-04:00,115.96,116.08,115.96,116.09,15936
251,AAPL,2020-10-05 13:15:00-04:00,116.07,116.065,116.05,116.11,7976
252,AAPL,2020-10-05 13:16:00-04:00,116.04,116.01,115.985,116.05,5857
253,AAPL,2020-10-05 13:17:00-04:00,116.03,115.935,115.91,116.03,7176
254,AAPL,2020-10-05 13:18:00-04:00,115.92,115.955,115.92,115.955,3316
255,AAPL,2020-10-05 13:19:00-04:00,115.95,115.89,115.89,115.955,6952
256,AAPL,2020-10-05 13:20:00-04:00,115.9,115.86,115.82,115.91,3324
257,AAPL,2020-10-05 13:21:00-04:00,115.81,115.81,115.76,115.83,6386
258,AAPL,2020-10-05 13:22:00-04:00,115.78,115.83,115.75,115.83,3832
259,AAPL,2020-10-05 13:23:00-04:00,115.84,115.845,115.81,115.855,2271
260,AAPL,2020-10-05 13:24:00-04:00,115.855,115.83,115.82,115.855,1254
261,AAPL,2020-10-05 13:25:00-04:00,115.83,115.865,115.785,115.865,5349
262,AAPL,2020-10-05 13:26:00-04:00,115.855,115.93,115.855,115.945,4092
263,AAPL,2020-10-05 13:27:00-04:00,115.915,115.92,115.88,115.92,1715
264,AAPL,2020-10-05 13:28:00-04:00,115.92,115.87,115.87,115.92,2400
265,AAPL,2020-10-05 13:29:00-04:00,115.89,115.91,115.89,115.955,2735
266,AAPL,2020-10-05 13:30:00-04:00,115.93,115.765,115.74,115.94,14675
267,AAPL,2020-10-05 13:31:00-04:00,115.73,115.78,115.7,115.79,8141
268,AAPL,2020-10-05 13:32:00-04:00,115.79,115.745,115.71,115.79,1990
269,AAPL,2020-10-05 13:33:00-04:00,115.76,115.75,115.71,115.77,7355
270,AAPL,2020-10-05 13:34:00-04:00,115.75,115.775,115.72,115.78,6712
271,AAPL,2020-10-05 13:35:00-04:00,115.77,115.73,115.73,115.81,2223
272,AAPL,2020-10-05 13:36:00-04:00,115.75,115.695,115.695,115.75,7256
273,AAPL,2020-10-05 13:37:00-04:00,115.69,115.72,115.69,115.755,3767
274,AAPL,2020-10-05 13:38:00-04:00,115.73,115.74,115.72,115.775,8664
275,AAPL,2020-10-05 13:39:00-04:00,115.76,115.78,115.76,115.83,5469
276,AAPL,2020-10-05 13:40:00-04:00,115.775,115.79,115.75,115.8,3151
277,AAPL,2020-10-05 13:41:00-04:00,115.79,115.79,115.79,115.81,2940
278,AAPL,2020-10-05 13:42:00-04:00,115.8,115.77,115.755,115.8,2387
279,AAPL,2020-10-05 13:43:00-04:00,115.74,115.705,115.695,115.745,4022
280,AAPL,2020-10-05 13:44:00-04:00,115.74,115.755,115.74,115.765,1535
281,AAPL,2020-10-05 13:45:00-04:00,115.73,115.745,115.7,115.75,1131
282,AAPL,2020-10-05 13:46:00-04:00,115.765,115.71,115.69,115.765,3960
283,AAPL,2020-10-05 13:47:00-04:00,115.695,115.645,115.61,115.695,11911
284,AAPL,2020-10-05 13:48:00-04:00,115.665,115.62,115.59,115.68,10035
285,AAPL,2020-10-05 13:49:00-04:00,115.64,115.7,115.625,115.7,4087
286,AAPL,2020-10-05 13:50:00-04:00,115.69,115.69,115.68,115.705,3197
287,AAPL,2020-10-05 13:51:00-04:00,115.67,115.68,115.66,115.725,5793
288,AAPL,2020-10-05 13:52:00-04:00,115.68,115.64,115.625,115.68,3731
289,AAPL,2020-10-05 13:53:00-04:00,115.64,115.635,115.605,115.64,2875
290,AAPL,2020-10-05 13:54:00-04:00,115.6,115.62,115.57,115.64,99392
291,AAPL,2020-10-05 13:55:00-04:00,115.605,115.55,115.55,115.605,6066
292,AAPL,2020-10-05 13:56:00-04:00,115.55,115.41,115.41,115.55,14407
293,AAPL,2020-10-05 13:57:00-04:00,115.425,115.39,115.35,115.43,6763
294,AAPL,2020-10-05 13:58:00-04:00,115.385,115.39,115.37,115.42,11875
295,AAPL,2020-10-05 13:59:00-04:00,115.41,115.49,115.41,115.5,6277
296,AAPL,2020-10-05 14:00:00-04:00,115.46,115.46,115.46,115.5,3446
297,AAPL,2020-10-05 14:01:00-04:00,115.465,115.36,115.33,115.47,9201
298,AAPL,2020-10-05 14:02:00-04:00,115.375,115.355,115.355,115.395,4325
299,AAPL,2020-10-05 14:03:00-04:00,115.355,115.22,115.22,115.36,12434
300,AAPL,2020-10-05 14:04:00-04:00,115.22,115.3,115.18,115.3,8703
301,AAPL,2020-10-05 14:05:00-04:00,115.295,115.29,115.29,115.35,3141
302,AAPL,2020-10-05 14:06:00-04:00,115.28,115.315,115.245,115.315,3433
303,AAPL,2020-10-05 14:07:00-04:00,115.305,115.32,115.305,115.34,2569
304,AAPL,2020-10-05 14:08:00-04:00,115.29,115.38,115.27,115.385,2610
305,AAPL,2020-10-05 14:09:00-04:00,115.39,115.375,115.37,115.4,5026
306,AAPL,2020-10-05 14:10:00-04:00,115.35,115.415,115.335,115.415,5196
307,AAPL,2020-10-05 14:11:00-04:00,115.395,115.355,115.335,115.395,2621
308,AAPL,2020-10-05 14:12:00-04:00,115.34,115.38,115.335,115.38,4482
309,AAPL,2020-10-05 14:13:00-04:00,115.385,115.4,115.385,115.42,6857
310,AAPL,2020-10-05 14:14:00-04:00,115.415,115.405,115.385,115.42,4759
311,AAPL,2020-10-05 14:15:00-04:00,115.395,115.375,115.35,115.4,6075
312,AAPL,2020-10-05 14:16:00-04:00,115.365,115.39,115.365,115.425,4319
313,AAPL,2020-10-05 14:17:00-04:00,115.385,115.39,115.38,115.45,4929
314,AAPL,2020-10-05 14:18:00-04:00,115.395,115.38,115.365,115.395,4634
315,AAPL,2020-10-05 14:19:00-04:00,115.375,115.335,115.28,115.375,6924
316,AAPL,2020-10-05 14:20:00-04:00,115.335,115.305,115.285,115.34,9846
317,AAPL,2020-10-05 14:21:00-04:00,115.32,115.335,115.31,115.37,7209
318,AAPL,2020-10-05 14:22:00-04:00,115.345,115.35,115.34,115.36,5569
319,AAPL,2020-10-05 14:23:00-04:00,115.35,115.36,115.335,115.365,7181
320,AAPL,2020-10-05 14:24:00-04:00,115.365,115.375,115.365,115.415,5811
321,AAPL,2020-10-05 14:25:00-04:00,115.39,115.4,115.39,115.46,4844
322,AAPL,2020-10-05 14:26:00-04:00,115.43,115.39,115.385,115.46,2488
323,AAPL,2020-10-05 14:27:00-04:00,115.32,115.27,115.22,115.32,7324
324,AAPL,2020-10-05 14:28:00-04:00,115.24,115.27,115.21,115.275,7558
